ts,day,dir,atr,er,fz,regime,session,ext,stop_pt,targ_pt,entry,exit,pts,net,reason,held_min,mfe,far_depletion,imb_signed
1785373560,2026-07-30,1,23.466666666666665,0.5902061855670103,2.484456048478104,CLEAN-TREND,OVERNIGHT,114.5,35.2,70.39999999999999,27630.0,27594.5,-35.5,-72.5,STOP,3.2,67.0,0.45846380548904037,0.015207642224041338
1785377040,2026-07-30,-1,17.666666666666668,0.2862190812720848,-2.3267578068131844,BUILDING,OVERNIGHT,-40.5,26.5,53.0,27640.75,27667.5,-26.75,-55.0,STOP,7.1,104.75,0.4621499548328817,0.030768421896545217
1785380280,2026-07-30,-1,19.58333333333333,0.3169319826338639,-2.531140495943616,BUILDING,OVERNIGHT,-54.75,29.374999999999996,58.74999999999999,27545.25,27575.0,-29.75,-61.0,STOP,3.9,73.75,0.532460372157133,-0.09202975636382993
1785384900,2026-07-30,-1,15.6,0.3672055427251732,-4.259457798850571,BUILDING,OVERNIGHT,-39.75,23.4,46.8,27478.5,27502.25,-23.75,-49.0,STOP,9.9,58.0,0.4757591901971231,0.1061279864525148
1785387720,2026-07-30,-1,15.566666666666666,0.6555269922879178,-2.548827195645738,CLEAN-TREND,OVERNIGHT,-63.75,23.35,46.7,27429.5,27453.25,-23.75,-49.0,STOP,3.2,9.0,0.47694915254237286,0.07421770930802114
1785390360,2026-07-30,1,17.466666666666665,0.4947916666666667,3.867694169199928,CLEAN-TREND,OVERNIGHT,47.5,26.2,52.39999999999999,27537.25,27510.75,-26.5,-54.5,STOP,1.5,0.5,0.443097379741885,0.11058374300584133
1785394860,2026-07-30,1,19.78333333333333,0.2988505747126437,7.864063244734138,BUILDING,PRE-OPEN,52.0,29.675,59.35,27507.25,27477.25,-30.0,-61.5,STOP,6.0,14.25,0.46375169913910286,0.04959563927522477
1785396060,2026-07-30,-1,21.03333333333333,0.5225464190981433,-2.177088251463533,CLEAN-TREND,PRE-OPEN,-98.5,31.55,63.1,27408.0,27440.0,-32.0,-65.5,STOP,21.8,71.0,0.524641577060932,0.006098321252654734
1785403260,2026-07-30,1,15.15,0.6256983240223464,2.372999037919923,CLEAN-TREND,PRE-OPEN,56.0,22.725,45.45,27559.75,27536.75,-23.0,-47.5,STOP,21.2,57.25,0.4533009876971062,0.12583481543431269
1785405540,2026-07-30,-1,10.333333333333334,0.3557046979865771,-2.25361255507472,BUILDING,PRE-OPEN,-26.5,15.5,31.0,27516.25,27532.0,-15.75,-33.0,STOP,5.9,28.25,0.4788002221810776,0.0819884671561777
1785414600,2026-07-30,1,18.85,0.1598513011152416,2.50735295090857,VIOLENT-WHIPSAW,PRE-OPEN,21.5,28.275,56.55,27772.75,27743.75,-29.0,-59.5,STOP,0.4,120.0,0.46873398257303944,0.0825480187560761
1785416460,2026-07-30,1,18.433333333333334,0.6395604395604395,2.613486073925976,CLEAN-TREND,PRE-OPEN,72.75,27.65,55.3,27847.25,27819.25,-28.0,-57.5,STOP,31.6,321.75,0.4560918871765048,0.07376096442534322
1785418920,2026-07-30,1,45.766666666666666,0.392812887236679,6.202486255877977,BUILDING,US,79.25,68.65,137.3,27937.75,28075.05,137.3,273.1,TARGET,7.8,308.0,0.5095671054417152,-0.04019105261539022
1785421620,2026-07-30,1,30.25,0.5726495726495726,5.93691905017448,CLEAN-TREND,US,100.5,45.375,90.75,28212.0,28166.25,-45.75,-93.0,STOP,16.3,33.75,0.4896132216228624,-0.000248324087467018
1785424140,2026-07-30,1,38.18333333333333,0.2050078247261345,2.6723074593397422,BUILDING,US,65.5,57.27499999999999,114.54999999999998,28133.75,28076.0,-57.75,-117.0,STOP,0.8,34.0,0.46628859483301827,0.05687375184898593
1785427440,2026-07-30,1,29.216666666666665,0.142578125,2.2674081536773545,VIOLENT-WHIPSAW,US,36.5,43.825,87.64999999999999,28151.25,28107.0,-44.25,-90.0,STOP,35.2,41.5,0.47675478577939834,0.039745541214692606
1785430800,2026-07-30,1,19.6,0.3868613138686131,4.603129919133326,BUILDING,US,66.25,29.4,58.8,28159.25,28192.0,32.75,64.0,TIME,60.0,49.25,0.4857830772758542,-0.016315876013717943
1785438120,2026-07-30,1,12.3,0.3,2.6150675428056207,BUILDING,US,19.5,18.450000000000003,36.900000000000006,28202.75,28239.65,36.9,72.3,TARGET,5.5,162.75,0.49908363075142276,-0.029187318426373357
1785438540,2026-07-30,1,13.583333333333334,0.802247191011236,3.112006515275952,CLEAN-TREND,US,89.25,20.375,40.75,28254.75,28295.5,40.75,80.0,TARGET,3.0,110.75,0.4969212847395573,-0.0750585307020577
1785441660,2026-07-30,1,32.45,0.439572192513369,5.232699763664641,CLEAN-TREND,OVERNIGHT,102.75,48.675,97.35,28333.0,28284.0,-49.0,-99.5,STOP,9.7,77.0,0.4866727941176471,-0.03892761659617493
1785450180,2026-07-30,-1,14.65,0.2166666666666666,-2.1183207228915224,BUILDING,OVERNIGHT,-26.0,21.975,43.95,28360.5,28382.75,-22.25,-46.0,STOP,13.4,28.5,0.3960900977475563,0.2599558170210498
1785451320,2026-07-30,1,13.9,0.4207920792079208,3.126870302967608,CLEAN-TREND,OVERNIGHT,42.5,20.85,41.7,28392.5,28371.25,-21.25,-44.0,STOP,38.8,33.0,0.5621998078770413,-0.1798416081430332
1785454860,2026-07-30,1,13.383333333333333,0.3985507246376811,2.291146603109855,BUILDING,OVERNIGHT,27.5,20.075,40.15,28409.5,28449.65,40.15,78.8,TARGET,24.1,100.5,0.46684502197592204,0.09784527349387563
1785456840,2026-07-31,1,18.133333333333333,0.3604887983706721,2.00586575872234,BUILDING,OVERNIGHT,44.25,27.2,54.4,28468.25,28522.65,54.4,107.3,TARGET,44.6,101.75,0.488585184034788,-0.006559236667092772
1785459960,2026-07-31,1,11.283333333333331,0.7596371882086168,3.125011644373199,BUILDING,OVERNIGHT,83.75,16.924999999999997,33.849999999999994,28566.75,28549.5,-17.25,-36.0,STOP,17.4,13.25,0.45470012760527434,0.07304871557997714
1785463440,2026-07-31,-1,15.566666666666666,0.1408199643493761,-2.2891003535816177,VIOLENT-WHIPSAW,OVERNIGHT,-19.75,23.35,46.7,28446.0,28470.0,-24.0,-49.5,STOP,1.5,56.25,0.44515921518173046,0.02233055675447656
1785465420,2026-07-31,-1,12.316666666666666,0.2903225806451613,-2.0748741852425043,BUILDING,OVERNIGHT,-22.5,18.475,36.95,28393.25,28412.0,-18.75,-39.0,STOP,0.4,0.5,0.5208827014218009,-0.027630736469068537
1785467760,2026-07-31,1,13.983333333333333,0.1959798994974874,2.759473740920842,NORMAL-CHOP,OVERNIGHT,19.5,20.975,41.95,28439.5,28472.25,32.75,64.0,TIME,60.0,39.25,0.5245111929725135,-0.05322185391403943
1785472380,2026-07-31,1,10.333333333333334,0.6129032258064516,2.1369063114518965,BUILDING,OVERNIGHT,42.75,15.5,31.0,28526.25,28557.25,31.0,60.5,TARGET,33.1,56.5,0.569076052796983,-0.1267568012085639
1785475680,2026-07-31,1,7.2,0.5129533678756477,6.845016716881816,BUILDING,OVERNIGHT,24.75,10.8,21.6,28578.25,28567.0,-11.25,-24.0,STOP,2.3,34.0,0.5328083989501312,-0.19066055634976542
1785477600,2026-07-31,1,11.166666666666666,0.3453453453453453,2.909956663624292,BUILDING,OVERNIGHT,28.75,16.75,33.5,28593.0,28576.0,-17.0,-35.5,STOP,29.5,19.25,0.5,0.0340103126858364
1785479640,2026-07-31,-1,11.2,0.80440097799511,-2.1906595882940008,BUILDING,OVERNIGHT,-82.25,16.799999999999997,33.599999999999994,28523.5,28489.9,33.6,65.7,TARGET,1.7,73.25,0.46641477749790095,0.01602237818493635
1785480060,2026-07-31,-1,17.55,0.7259380097879282,-2.057349442762999,CLEAN-TREND,OVERNIGHT,-111.25,26.325000000000003,52.650000000000006,28477.0,28504.0,-27.0,-55.5,STOP,13.0,26.75,0.5221674876847291,-0.09759009036885069
1785485940,2026-07-31,1,18.183333333333334,0.3413793103448276,2.9608480926575536,BUILDING,PRE-OPEN,49.5,27.275,54.55,28593.5,28565.75,-27.75,-57.0,STOP,3.7,48.5,0.46441947565543074,0.15728871914269513
1785488400,2026-07-31,1,12.4,0.472,6.233646974555197,CLEAN-TREND,PRE-OPEN,44.25,18.6,37.2,28616.25,28597.25,-19.0,-39.5,STOP,27.5,25.75,0.5020501886173528,-0.028531950816235267
1785492000,2026-07-31,-1,11.116666666666667,0.4358974358974359,-2.089919815275572,BUILDING,PRE-OPEN,-38.25,16.675,33.35,28523.0,28540.0,-17.0,-35.5,STOP,0.7,3.75,0.5106888361045131,-0.03622759566083881
1785493200,2026-07-31,1,10.383333333333333,0.5736677115987461,2.1494353188525537,BUILDING,PRE-OPEN,45.75,15.575,31.15,28572.0,28556.0,-16.0,-33.5,STOP,3.9,54.0,0.3891918691125434,0.14583839592296427
1785494940,2026-07-31,-1,9.95,0.208955223880597,-2.3150693126997086,BUILDING,PRE-OPEN,-14.0,14.925,29.85,28553.75,28569.0,-15.25,-32.0,STOP,0.9,31.5,0.4356317257871662,0.10215246948163756
1785495780,2026-07-31,1,14.55,0.3892473118279569,2.1929961862696907,BUILDING,PRE-OPEN,45.25,21.825000000000003,43.650000000000006,28613.5,28591.25,-22.25,-46.0,STOP,9.5,12.5,0.49722072798995876,-0.03589550074987199
1785496560,2026-07-31,-1,13.916666666666666,0.3421750663129973,-2.8118673738153976,BUILDING,PRE-OPEN,-32.25,20.875,41.75,28566.5,28524.75,41.75,82.0,TARGET,16.7,109.5,0.5095238095238095,-0.009110286970520203
1785499380,2026-07-31,-1,11.083333333333334,0.4556962025316455,-3.2793477251340053,BUILDING,PRE-OPEN,-36.0,16.625,33.25,28510.5,28477.25,33.25,65.0,TARGET,10.6,78.5,0.4687840290381125,0.022984604972823005
1785500340,2026-07-31,-1,13.6,0.6766467065868264,-2.294628843756376,CLEAN-TREND,PRE-OPEN,-56.5,20.4,40.8,28456.0,28476.75,-20.75,-43.0,STOP,1.1,24.0,0.5377544320420223,-0.1681765647676518
1785502260,2026-07-31,1,17.466666666666665,0.1813471502590673,2.145588324226076,VIOLENT-WHIPSAW,PRE-OPEN,17.5,26.2,52.39999999999999,28478.0,28530.4,52.4,103.3,TARGET,19.2,247.75,0.4844054580896686,-0.056229524482396216
1785504300,2026-07-31,1,11.633333333333333,0.4612794612794613,3.451653312721099,BUILDING,PRE-OPEN,34.25,17.45,34.9,28561.25,28543.5,-17.75,-37.0,STOP,4.0,164.5,0.5440845314394596,-0.08552090374462344
1785504660,2026-07-31,1,21.33333333333333,0.7063829787234043,2.9356572912897847,CLEAN-TREND,US,83.0,31.999999999999996,63.99999999999999,28627.0,28691.0,64.0,126.5,TARGET,1.1,98.75,0.5372441080337176,-0.07476373226348504
1785505320,2026-07-31,-1,49.03333333333333,0.2255892255892256,-4.053187517514725,BUILDING,US,-83.75,73.55,147.1,28481.25,28334.15,147.1,292.7,TARGET,5.7,401.5,0.5261338214358349,-0.024010369705615604
1785506640,2026-07-31,-1,54.21666666666667,0.3065976714100905,-3.779151118283109,BUILDING,US,-118.5,81.325,162.65,28243.0,28080.35,162.65,323.8,TARGET,11.3,163.25,0.4786896205916764,0.020639095334659463
1785517260,2026-07-31,1,19.5,0.4496402877697841,2.107072931284048,CLEAN-TREND,US,62.5,29.25,58.5,28405.25,28375.5,-29.75,-61.0,STOP,5.4,97.5,0.5119252743266528,-0.08567948977585313
1785526860,2026-07-31,-1,14.85,0.4057142857142857,-2.667814844110766,CLEAN-TREND,US,-35.5,22.275,44.55,28437.0,28459.75,-22.75,-47.0,STOP,1.0,96.5,0.4745281104120154,0.052335313912870524
1785527940,2026-07-31,-1,27.33333333333333,0.3083743842364532,-6.919239298179798,BUILDING,US,-78.25,40.99999999999999,81.99999999999999,28402.25,28320.25,82.0,162.5,TARGET,53.6,136.25,0.4952050837666089,-0.01861620817981254
1785719580,2026-08-03,-1,15.166666666666666,0.2850241545893719,-3.3339961700926035,BUILDING,OVERNIGHT,-29.5,22.75,45.5,28585.75,28608.75,-23.0,-47.5,STOP,13.1,21.75,0.5759690888695002,-0.07184158069535672
1785722280,2026-08-03,1,10.55,0.335423197492163,5.0912129836728495,BUILDING,OVERNIGHT,26.75,15.825,31.65,28647.25,28631.0,-16.25,-34.0,STOP,1.6,33.5,0.6013784461152882,-0.23262858129672565
1785729000,2026-08-03,1,7.9,0.6814159292035398,8.522105087630996,BUILDING,OVERNIGHT,38.5,11.85,23.700000000000003,28693.25,28681.0,-12.25,-26.0,STOP,4.9,5.0,0.5296172115115955,0.06969226145757029
1785732480,2026-08-03,1,6.05,0.0635838150289017,2.3296621651874423,DEAD-CHOP,OVERNIGHT,2.75,9.075,18.15,28684.75,28675.25,-9.5,-20.5,STOP,1.8,4.75,0.5144961604764143,-0.11285081737590552
1785732900,2026-08-03,-1,7.45,0.3063063063063063,-2.8179569942708893,BUILDING,OVERNIGHT,-17.0,11.175,22.35,28653.5,28665.0,-11.5,-24.5,STOP,4.7,36.0,0.47096171802054154,0.09880072834631515
1785733500,2026-08-03,-1,8.983333333333333,0.4983498349834983,-2.90366447030504,BUILDING,OVERNIGHT,-37.75,13.474999999999998,26.95,28638.0,28651.75,-13.75,-29.0,STOP,5.6,20.5,0.5196156925540433,-0.10065392108739178
1785738300,2026-08-03,-1,8.9,0.6612021857923497,-3.204796977977978,BUILDING,OVERNIGHT,-30.25,13.35,26.700000000000003,28625.75,28639.5,-13.75,-29.0,STOP,5.7,63.0,0.509697933227345,-0.049925603271761335
1785739680,2026-08-03,-1,9.216666666666669,0.6305220883534136,-2.786773512724317,BUILDING,OVERNIGHT,-39.25,13.825000000000005,27.65000000000001,28603.25,28575.6,27.65,53.8,TARGET,12.2,43.25,0.4417378201908589,0.012591088578521209
1785744180,2026-08-03,-1,12.4,0.3854748603351955,-3.549360784445037,BUILDING,PRE-OPEN,-34.5,18.6,37.2,28539.25,28558.25,-19.0,-39.5,STOP,8.3,67.25,0.5845548020126887,-0.21271316203059412
1785754800,2026-08-03,-1,12.383333333333333,0.1518987341772152,-6.539891665468391,NORMAL-CHOP,PRE-OPEN,-12.0,18.575,37.15,28512.25,28475.1,37.15,72.8,TARGET,5.8,111.25,0.5120490725865342,-0.10389755962134055
1785757080,2026-08-03,-1,16.183333333333334,0.1875,-2.1174223194290698,VIOLENT-WHIPSAW,PRE-OPEN,-28.5,24.275,48.55,28464.5,28415.95,48.55,95.6,TARGET,14.5,81.75,0.4778557460025308,0.08332956684616005
1785759660,2026-08-03,1,13.683333333333334,0.5853131749460043,3.2770817182171856,CLEAN-TREND,PRE-OPEN,67.75,20.525,41.05,28453.75,28432.75,-21.0,-43.5,STOP,2.8,42.75,0.49153175591531756,0.02722241193562571
1785763080,2026-08-03,1,14.916666666666666,0.328735632183908,2.3190607402289447,BUILDING,PRE-OPEN,35.75,22.375,44.75,28489.25,28466.5,-22.75,-47.0,STOP,2.9,149.75,0.49912324649298595,0.01973611413465932
1785763620,2026-08-03,-1,17.766666666666666,0.2840722495894909,-4.575162196517118,BUILDING,PRE-OPEN,-43.25,26.65,53.3,28412.25,28358.95,53.3,105.1,TARGET,3.0,99.25,0.4757785467128028,0.019285973878301672
1785763860,2026-08-03,-1,25.933333333333334,0.592814371257485,-6.290221935521773,CLEAN-TREND,US,-123.75,38.9,77.8,28349.75,28389.0,-39.25,-80.0,STOP,2.1,36.75,0.5321435814236464,-0.07535319833202807
1785766680,2026-08-03,1,32.71666666666667,0.3042452830188679,2.4736853620150048,BUILDING,US,64.5,49.075,98.15,28630.0,28728.15,98.15,194.8,TARGET,20.3,175.0,0.5241313760692787,-0.10741552906010782
1785772380,2026-08-03,1,14.066666666666666,0.6826568265682657,5.062294863661012,CLEAN-TREND,US,46.25,21.1,42.2,28807.25,28785.75,-21.5,-44.5,STOP,3.3,40.25,0.5184322856034148,-0.10478030908104632
1785777000,2026-08-03,1,10.45,0.392156862745098,3.756857441100879,BUILDING,US,30.0,15.675,31.35,28852.75,28884.1,31.35,61.2,TARGET,16.2,112.25,0.4943448488112641,-0.01791146764622451
1785779700,2026-08-03,1,7.2,0.7055214723926381,2.222183447874187,BUILDING,US,28.75,10.8,21.6,28910.0,28931.6,21.6,41.7,TARGET,5.6,55.0,0.5051306873184899,0.002560231560361891
1785780240,2026-08-03,1,8.183333333333334,0.9728506787330315,2.4606211500965927,BUILDING,US,53.75,12.275,24.55,28946.0,28933.25,-12.75,-27.0,STOP,13.7,19.0,0.5053675871770194,0.010485718738350167
1785796800,2026-08-03,1,8.066666666666666,0.316017316017316,2.3042845651835964,BUILDING,OVERNIGHT,18.25,12.1,24.2,28961.25,28948.75,-12.5,-26.5,STOP,4.4,0.75,0.5220033528918693,-0.06293493872903161
1785798360,2026-08-03,-1,6.65,0.2356020942408377,-2.788076902877848,BUILDING,OVERNIGHT,-11.25,9.975,19.950000000000003,28932.0,28942.25,-10.25,-22.0,STOP,8.9,1.5,0.5763101983002833,-0.14565251419345634
1785800820,2026-08-03,1,7.783333333333333,0.0875912408759124,4.84367414630177,DEAD-CHOP,OVERNIGHT,6.0,11.675,23.35,28959.5,28947.5,-12.0,-25.5,STOP,12.4,19.5,0.4738722644037517,-0.033471906877288654
1785802320,2026-08-04,-1,15.166666666666666,0.2535885167464115,-6.825135935116659,BUILDING,OVERNIGHT,-26.5,22.75,45.5,28931.5,28886.0,45.5,89.5,TARGET,21.8,100.0,0.47535849678589087,0.10352183707113286
1785805200,2026-08-04,-1,15.1,0.2085308056872037,-2.430086453334482,BUILDING,OVERNIGHT,-22.0,22.65,45.3,28855.75,28878.75,-23.0,-47.5,STOP,14.3,24.25,0.5045871559633027,0.009831612805252092
1785806400,2026-08-04,1,14.85,0.2391304347826087,2.134861233949013,BUILDING,OVERNIGHT,27.5,22.275,44.55,28888.25,28932.8,44.55,87.6,TARGET,14.7,161.0,0.49482095294465817,-0.02028574312477609
1785808260,2026-08-04,1,13.65,0.7303822937625755,6.242982737251691,CLEAN-TREND,OVERNIGHT,90.75,20.475,40.95,29011.75,28991.0,-20.75,-43.0,STOP,14.2,37.5,0.4938593226646818,0.05445241194537947
1785810060,2026-08-04,-1,14.766666666666667,0.4716981132075472,-2.2818119576801785,CLEAN-TREND,OVERNIGHT,-50.0,22.15,44.3,28947.75,28970.25,-22.5,-46.5,STOP,8.9,17.75,0.5026462395543175,-0.004308897483020843
1785815880,2026-08-04,1,9.766666666666667,0.6014234875444839,3.969280544736385,BUILDING,OVERNIGHT,42.25,14.650000000000002,29.300000000000004,29004.5,28989.5,-15.0,-31.5,STOP,5.2,19.0,0.49752611324903795,-0.004856799406882405
1785818160,2026-08-04,-1,6.033333333333333,0.0833333333333333,-2.7744613702802843,DEAD-CHOP,OVERNIGHT,-3.5,9.05,18.1,28997.5,29007.0,-9.5,-20.5,STOP,8.8,19.0,0.5004834921950546,-0.0006356547801362791
1785821340,2026-08-04,1,10.033333333333331,0.5523465703971119,4.599920587300738,BUILDING,OVERNIGHT,38.25,15.049999999999995,30.099999999999994,29026.25,29056.35,30.1,58.7,TARGET,5.9,72.75,0.48702433777060644,0.03866020021280817
1785833100,2026-08-04,-1,11.383333333333333,0.5411764705882353,-4.0408106371325845,BUILDING,PRE-OPEN,-46.0,17.075,34.15,29054.75,29072.5,-17.75,-37.0,STOP,9.1,47.25,0.5039706780696396,-0.01215850054966546
1785834360,2026-08-04,-1,10.116666666666667,0.3422818791946309,-3.101094444854415,BUILDING,PRE-OPEN,-25.5,15.175,30.35,29035.5,29051.0,-15.5,-32.5,STOP,23.5,28.0,0.4604105571847507,0.05322230713288237
1785839760,2026-08-04,-1,9.483333333333333,0.395017793594306,-6.120737568457025,BUILDING,PRE-OPEN,-27.75,14.224999999999998,28.45,29080.0,29094.5,-14.5,-30.5,STOP,6.3,6.5,0.5044006446014627,0.0016598816733312293
1785840240,2026-08-04,1,13.633333333333333,0.2179487179487179,8.864979306726724,BUILDING,PRE-OPEN,25.5,20.45,40.9,29121.75,29162.65,40.9,80.3,TARGET,36.8,90.75,0.44778210116731515,0.1004613998110672
1785843780,2026-08-04,1,11.883333333333333,0.2623376623376623,10.7960184960225,BUILDING,PRE-OPEN,25.25,17.825,35.65,29194.75,29176.5,-18.25,-38.0,STOP,0.4,51.25,0.486162955335307,0.018000841829678357
1785848520,2026-08-04,1,11.683333333333334,0.2597864768683274,3.49429423323744,BUILDING,PRE-OPEN,18.25,17.525,35.05,29220.5,29255.55,35.05,68.6,TARGET,17.7,284.0,0.44483985765124556,0.11877094064561976
1785851100,2026-08-04,1,35.31666666666667,0.4871794871794871,6.51261991532138,CLEAN-TREND,US,152.0,52.97500000000001,105.95000000000002,29453.5,29559.45,105.95,210.4,TARGET,42.7,125.75,0.47230962869729387,0.03826615753158531
1785855720,2026-08-04,1,16.933333333333334,0.2180094786729857,2.189292985537942,BUILDING,US,23.0,25.4,50.8,29578.25,29629.05,50.8,100.1,TARGET,13.6,121.25,0.5298262094880225,-0.1426926576930298
1785857880,2026-08-04,1,13.733333333333333,0.1471321695760598,5.9472438781736825,NORMAL-CHOP,US,14.75,20.6,41.2,29672.5,29713.7,41.2,80.9,TARGET,42.0,59.0,0.48178181425018923,0.033300813288833185
1785862800,2026-08-04,1,9.4,0.4307116104868914,2.7492480958973324,BUILDING,US,28.75,14.1,28.200000000000003,29761.5,29789.7,28.2,54.9,TARGET,4.4,136.75,0.5244796439324519,-0.07156114044312346
1785864360,2026-08-04,1,11.8,0.2923076923076923,2.86976626109459,BUILDING,US,23.75,17.700000000000003,35.400000000000006,29817.5,29852.9,35.4,69.3,TARGET,13.4,80.75,0.4736366165831942,-0.004988601721916361
1785866400,2026-08-04,-1,17.033333333333335,0.4684512428298279,-4.495849561544723,CLEAN-TREND,US,-61.25,25.550000000000004,51.10000000000001,29819.25,29845.25,-26.0,-53.5,STOP,1.0,9.25,0.4825191570881226,-0.003918224327409577
1785868620,2026-08-04,-1,11.433333333333334,0.125,-2.2734224536438203,NORMAL-CHOP,US,-11.5,17.15,34.3,29859.25,29876.75,-17.5,-36.5,STOP,5.7,19.25,0.5010944222205449,-0.023931398202739252
1785870000,2026-08-04,1,11.35,0.403076923076923,2.528805153696215,BUILDING,US,32.75,17.025,34.05,29902.25,29936.3,34.05,66.6,TARGET,10.9,54.25,0.5315153259461793,-0.13092730437924838
1785871680,2026-08-04,-1,11.85,0.445859872611465,-2.4386814043156533,BUILDING,US,-35.0,17.775,35.55,29893.25,29911.5,-18.25,-38.0,STOP,2.9,135.5,0.4976825028968714,0.021752157927637426
1785873240,2026-08-04,-1,15.983333333333333,0.447191011235955,-3.538560647437425,CLEAN-TREND,US,-49.75,23.975,47.95,29871.5,29895.75,-24.25,-50.0,STOP,5.1,113.75,0.4811330401881583,0.018908524186790603
1785874500,2026-08-04,-1,27.466666666666665,0.152963671128107,-2.43330237748376,VIOLENT-WHIPSAW,OVERNIGHT,-40.0,41.2,82.39999999999999,29821.25,29819.25,2.0,2.5,TIME,44.0,63.5,0.4756003098373354,0.05587061717646752
1785883380,2026-08-04,-1,9.15,0.528957528957529,-4.11860859492878,BUILDING,OVERNIGHT,-34.25,13.725,27.450000000000003,29796.25,29810.25,-14.0,-29.5,STOP,2.8,3.25,0.4545111362778407,0.19199641397364572
1785884640,2026-08-04,1,9.85,0.4750830564784053,7.838193682167063,BUILDING,OVERNIGHT,35.75,14.775,29.55,29839.0,29823.75,-15.25,-32.0,STOP,19.6,18.25,0.5775835633241337,-0.10506617103237731
1785886380,2026-08-04,-1,8.433333333333334,0.4509803921568627,-2.1924012675293123,BUILDING,OVERNIGHT,-28.75,12.65,25.3,29816.5,29829.5,-13.0,-27.5,STOP,6.8,13.75,0.4209060997215895,0.20817257435111844
1785888360,2026-08-05,1,17.033333333333335,0.1132075471698113,3.954566675035714,VIOLENT-WHIPSAW,OVERNIGHT,15.0,25.550000000000004,51.10000000000001,29861.0,29835.0,-26.0,-53.5,STOP,1.7,16.5,0.5024368630926008,-0.0034003099541245513
1785890880,2026-08-05,-1,11.383333333333333,0.6796875,-4.588915875193351,BUILDING,OVERNIGHT,-43.5,17.075,34.15,29824.25,29841.75,-17.5,-36.5,STOP,2.8,27.5,0.48753238341968913,0.05208533200844802
1785896760,2026-08-05,-1,6.7,0.5947712418300654,-2.9468820780020124,BUILDING,OVERNIGHT,-22.75,10.05,20.1,29853.5,29864.0,-10.5,-22.5,STOP,18.3,11.25,0.4961487383798141,-0.00032631089069063633
1785904800,2026-08-05,1,6.383333333333334,0.6380090497737556,5.028582995316759,BUILDING,OVERNIGHT,35.25,9.575,19.15,29905.25,29895.25,-10.0,-21.5,STOP,10.4,43.75,0.48394421018488487,0.12403413766450962
1785906360,2026-08-05,1,8.683333333333334,0.5753424657534246,3.4451216484383624,BUILDING,OVERNIGHT,42.0,13.025,26.05,29931.75,29957.8,26.05,50.6,TARGET,44.1,55.0,0.48602571268865286,0.06916282690236371
1785914640,2026-08-05,-1,9.966666666666669,0.4564459930313589,-3.4757381782935304,BUILDING,PRE-OPEN,-32.75,14.950000000000005,29.90000000000001,29929.5,29899.6,29.9,58.3,TARGET,5.7,104.5,0.49840301974448314,0.016088557998112936
1785917400,2026-08-05,-1,11.983333333333333,0.1625,-4.6383165308359855,NORMAL-CHOP,PRE-OPEN,-13.0,17.974999999999998,35.95,29881.75,29845.8,35.95,70.4,TARGET,10.8,85.0,0.5249916879086778,-0.045742523097481474
1785925560,2026-08-05,1,7.683333333333334,0.6455696202531646,2.088561354409701,BUILDING,PRE-OPEN,25.5,11.525,23.05,29862.5,29850.5,-12.0,-25.5,STOP,3.8,58.75,0.5086206896551724,0.02538749122785869
1785927600,2026-08-05,1,10.966666666666669,0.485254691689008,8.860896827896724,BUILDING,PRE-OPEN,45.25,16.450000000000003,32.900000000000006,29884.0,29916.9,32.9,64.3,TARGET,8.4,59.75,0.469508048061664,0.03741178454969257
1785931440,2026-08-05,-1,11.366666666666667,0.3576642335766423,-2.5167957808261527,BUILDING,PRE-OPEN,-36.75,17.05,34.1,29902.75,29920.25,-17.5,-36.5,STOP,8.6,14.25,0.526338238430369,-0.03293021898769313
1785932820,2026-08-05,1,15.433333333333334,0.2322834645669291,3.7200107508399607,BUILDING,PRE-OPEN,29.5,23.15,46.3,29935.5,29912.0,-23.5,-48.5,STOP,3.9,19.0,0.4731361932528113,0.06439977342936654
1785935100,2026-08-05,1,9.783333333333331,0.0833333333333333,2.969205963425832,DEAD-CHOP,PRE-OPEN,7.5,14.674999999999995,29.349999999999994,29946.25,29931.25,-15.0,-31.5,STOP,8.1,127.0,0.5158816009440457,0.0023669286045489156
1785936480,2026-08-05,1,12.683333333333334,0.2832080200501253,2.6107344483063795,BUILDING,PRE-OPEN,28.25,19.025,38.05,29961.0,29941.5,-19.5,-40.5,STOP,3.4,112.25,0.4684947491248541,-0.022115847400178967
1785938460,2026-08-05,-1,41.86666666666667,0.228995057660626,-2.2227619128338083,BUILDING,US,-69.5,62.8,125.6,29961.5,30024.75,-63.25,-128.0,STOP,7.3,173.75,0.4860394537177542,0.02161774927843499
1785940200,2026-08-05,-1,35.7,0.4699029126213592,-2.297206548344531,CLEAN-TREND,US,-121.0,53.55,107.1,29892.0,29784.9,107.1,212.7,TARGET,47.1,129.75,0.4953865336658354,-0.020448454585292288
1785945360,2026-08-05,-1,20.516666666666666,0.5645161290322581,-2.628611608279932,CLEAN-TREND,US,-87.5,30.775,61.55,29752.0,29783.25,-31.25,-64.0,STOP,24.0,50.25,0.4574146614437605,0.11708896360324982
1785954660,2026-08-05,-1,12.4,0.3831775700934579,-3.2348249926062884,BUILDING,US,-41.0,18.6,37.2,29735.0,29754.0,-19.0,-39.5,STOP,4.2,17.0,0.49581018736465493,-0.0448709104568476
