t,open,high,low,close,volume,dlt,tvol,nticks,bid5,ask5,bid10,ask10,bid1s,ask1s,bid1p,ask1p,nsnap,atr20,er30,vwap30,hi30,lo30,hi60,lo60,dlt30s,dlt60s,tvol60s,tvol30m,mv30s,mv60s,dbid5_30s,dask5_30s,bid5_5m,ask5_5m,vwap30_10m,pos30,rng_atr,vslope,stretch,bkr_ask,bkr_bid,dask_n,dbid_n,dlt_n,absorb,at,day,hit,secs,revert,cont,farwall,far_refill,push,prog,vs_help,vs_flat,chop,tod
1784252960,28963.25,28963.5,28958.5,28960.25,261.0,67.0,258.0,149,23.0,21.0,62.0,51.0,3.0,3.0,28958.75,28959.5,20,16.225,0.1775486827033219,28997.64637767962,29052.25,28951.5,29106.5,28951.5,234.0,426.0,2034.0,40051.0,-27.25,-18.75,3.0,-5.0,28.083333333333332,26.616666666666667,29020.091245786476,0.08684863523573201,6.209553158705701,-1.3833508848602174,-2.304861490269278,0.9130434782608695,1.0952380952380953,-0.18785222291797118,0.10682492581602375,0.20943952802359883,21.569620253164558,LOW,2026-07-17,DN,154.06900000572205,False,True,1.0952380952380953,0.10682492581602375,-0.20943952802359883,18.75,-1.3833508848602174,1.3833508848602174,chop,ON
1784253060,28961.25,28963.5,28959.0,28960.0,88.0,-9.0,93.0,60,24.0,25.0,61.0,64.0,1.0,4.0,28959.25,28960.0,20,15.75,0.25311203319502074,28995.488249118684,29052.25,28951.5,29106.5,28951.5,-133.0,-69.0,779.0,40016.0,-4.25,-1.0,-4.0,6.0,27.883333333333333,24.05,29017.632988775626,0.08436724565756824,6.396825396825397,-1.4060152163137756,-2.2532221662656253,1.0416666666666667,0.96,0.24948024948024947,-0.1434548714883443,-0.08857509627727857,34.5,LOW,2026-07-17,DN,54.069000005722046,False,True,0.96,-0.1434548714883443,0.08857509627727857,1.0,-1.4060152163137756,1.4060152163137756,chop,ON
1784253120,28947.5,28951.0,28946.25,28948.5,204.0,45.0,217.0,131,25.0,24.0,70.0,61.0,1.0,3.0,28948.25,28948.75,19,15.7875,0.35040983606557374,28993.13268070812,29052.25,28946.25,29106.5,28946.25,-180.0,-119.0,1610.0,40782.0,-9.75,-11.5,1.0,-4.0,25.3,23.85,29015.5353699331,0.02122641509433962,6.714172604908947,-1.4190143610437709,-2.827089831076514,0.96,1.0416666666666667,-0.16771488469601675,0.039525691699604744,-0.07391304347826087,9.52,LOW,2026-07-17,UP,69.12800002098083,True,False,1.0416666666666667,0.039525691699604744,0.07391304347826087,11.5,-1.4190143610437709,1.4190143610437709,trend,ON
1784253180,28955.25,28957.75,28955.25,28955.25,63.0,22.0,63.0,46,31.0,34.0,78.0,95.0,4.0,4.0,28955.25,28956.0,20,15.6625,0.26382978723404255,28991.273777456718,29052.25,28946.25,29106.5,28946.25,68.0,127.0,1182.0,40839.0,-1.5,6.75,5.0,-2.0,25.383333333333333,24.483333333333334,29014.008201294353,0.08490566037735849,6.767757382282522,-1.4515194788594032,-2.3000017530226753,1.096774193548387,0.9117647058823529,-0.08168822328114363,0.1969796454366382,0.10744500846023688,16.387096774193548,LOW,2026-07-17,UP,254.84500002861023,True,False,0.9117647058823529,0.1969796454366382,-0.10744500846023688,-6.75,-1.4515194788594032,1.4515194788594032,chop,ON
1784253265,28957.75,28958.25,28955.75,28956.5,39.0,3.0,38.0,32,32.0,20.0,72.0,58.0,3.0,1.0,28956.0,28956.5,17,14.8875,0.2624867162592986,28989.58258526736,29052.25,28946.25,29106.5,28946.25,13.0,-16.0,691.0,41116.0,0.0,-1.75,6.0,-6.0,25.833333333333332,24.766666666666666,29009.38896793258,0.09669811320754718,7.1200671704450045,-1.3304035375463619,-2.222171974297821,0.625,1.6,-0.24226110363391656,0.23225806451612904,-0.023154848046309694,5.818181818181818,LOW,2026-07-17,UP,173.81200003623962,True,False,1.6,0.23225806451612904,0.023154848046309694,1.75,-1.3304035375463619,1.3304035375463619,chop,ON
1784253325,28952.5,28954.5,28952.0,28954.25,46.0,8.0,45.0,28,22.0,29.0,49.0,74.0,2.0,3.0,28953.75,28954.25,19,14.5,0.27604726100966703,28988.332347522544,29052.25,28946.25,29106.5,28946.25,-77.0,-34.0,863.0,41252.0,-2.25,-2.25,-5.0,6.0,26.766666666666666,25.55,29006.252894009467,0.07547169811320754,7.310344827586207,-1.235899757718816,-2.35050672569271,1.3181818181818181,0.7586206896551724,0.23483365949119372,-0.18679950186799502,-0.039397450753186555,10.461538461538462,LOW,2026-07-17,UP,64.38599991798401,True,False,0.7586206896551724,-0.18679950186799502,0.039397450753186555,2.25,-1.235899757718816,1.235899757718816,chop,ON
1784254195,28951.75,28953.5,28950.25,28951.5,211.0,-119.0,277.0,117,23.0,32.0,158.0,72.0,3.0,6.0,28951.25,28952.0,20,13.275,0.22522522522522523,28969.928149777184,29002.0,28946.25,29061.25,28946.25,-267.0,-209.0,923.0,34557.0,-8.5,-7.0,0.0,1.0,29.383333333333333,27.816666666666666,28982.345867241886,0.09417040358744394,4.199623352165725,-0.9354212779435876,-1.3881845406541953,1.391304347826087,0.71875,0.035949670461354104,0.0,-0.22643553629469124,26.125,LOW,2026-07-17,UP,106.36400008201599,True,False,0.71875,0.0,0.22643553629469124,7.0,-0.9354212779435876,0.9354212779435876,chop,ON
1784254715,28952.0,28952.25,28940.75,28944.0,817.0,-535.0,798.0,423,21.0,24.0,54.0,54.0,1.0,2.0,28943.75,28944.25,17,11.1375,0.09439124487004104,28963.937052971716,28990.25,28940.75,29052.25,28940.75,-563.0,-605.0,1123.0,27549.0,-10.5,-14.0,-11.0,-5.0,26.466666666666665,29.3,28971.40338524329,0.06565656565656566,4.444444444444445,-0.6703777572682454,-1.7900833195704768,1.1428571428571428,0.875,-0.1706484641638225,-0.4156171284634761,-0.5387355298308103,40.333333333333336,LOW,2026-07-17,DN,104.46199989318848,False,True,0.875,-0.4156171284634761,0.5387355298308103,14.0,-0.6703777572682454,0.6703777572682454,chop,ON
1784254780,28945.5,28947.0,28944.5,28944.5,38.0,20.0,37.0,25,29.0,26.0,63.0,69.0,4.0,3.0,28944.0,28944.75,16,11.4625,0.23554301833568406,28962.241434188356,28987.0,28940.75,29052.25,28940.75,33.0,63.0,1107.0,26710.0,-1.5,-1.75,10.0,-16.0,28.2,29.3,28970.30075352668,0.08108108108108109,4.034896401308615,-0.7031031047611527,-1.5477805180681286,0.896551724137931,1.1153846153846154,-0.5460750853242321,0.3546099290780142,0.056910569105691054,22.90909090909091,LOW,2026-07-17,DN,38.960999965667725,False,True,1.1153846153846154,0.3546099290780142,-0.056910569105691054,1.75,-0.7031031047611527,0.7031031047611527,chop,ON
1784254840,28932.25,28933.25,28930.5,28932.0,123.0,-6.0,122.0,67,17.0,40.0,81.0,98.0,2.0,4.0,28932.0,28932.75,18,11.45,0.08702791461412152,28960.549337724507,28987.0,28930.5,29052.25,28930.5,-405.0,-251.0,1789.0,27783.0,-10.0,-12.5,-7.0,13.0,28.1,29.05,28968.86789280911,0.02654867256637168,4.934497816593887,-0.7265113611006856,-2.4933919410050214,2.3529411764705883,0.425,0.44750430292598964,-0.24911032028469748,-0.1403018446059251,18.59259259259259,LOW,2026-07-17,DN,344.4249999523163,False,True,0.425,-0.24911032028469748,0.1403018446059251,12.5,-0.7265113611006856,0.7265113611006856,chop,ON
1784254900,28929.75,28931.5,28929.5,28930.5,41.0,4.0,34.0,27,32.0,56.0,55.0,111.0,3.0,4.0,28930.75,28931.5,16,11.5875,0.187683284457478,28959.010649391967,28987.0,28927.0,29052.25,28927.0,10.0,74.0,1445.0,28287.0,1.25,-1.5,13.0,19.0,27.2,29.683333333333334,28967.856892387383,0.058333333333333334,5.17799352750809,-0.7634298162171396,-2.4604659669442572,1.75,0.5714285714285714,0.6400898371701291,0.47794117647058826,0.05121107266435986,29.6,LOW,2026-07-17,DN,284.9140000343323,False,True,0.5714285714285714,0.47794117647058826,-0.05121107266435986,1.5,-0.7634298162171396,0.7634298162171396,chop,ON
1784254960,28929.25,28930.75,28928.5,28929.5,50.0,-8.0,52.0,29,25.0,44.0,73.0,96.0,4.0,5.0,28929.25,28930.0,18,11.025,0.09717868338557993,28958.703516527865,28987.0,28927.0,29052.25,28927.0,-27.0,-3.0,789.0,27262.0,-2.0,-1.0,0.0,19.0,27.583333333333332,30.166666666666668,28967.184647515754,0.041666666666666664,5.442176870748299,-0.7692635816679935,-2.6488450365410294,1.76,0.5681818181818182,0.6298342541436464,0.0,-0.0038022813688212928,1.5,LOW,2026-07-17,UP,95.97000002861023,True,False,0.5681818181818182,0.0,0.0038022813688212928,1.0,-0.7692635816679935,0.7692635816679935,chop,ON
1784255020,28928.25,28928.75,28927.5,28928.0,38.0,-8.0,39.0,25,37.0,30.0,117.0,63.0,5.0,4.0,28927.25,28928.0,18,10.6625,0.15081967213114755,28957.814601229264,28987.0,28925.5,29052.25,28925.5,-67.0,-65.0,803.0,26999.0,-1.75,-1.5,8.0,0.0,28.35,30.9,28966.492644232192,0.04065040650406504,5.767878077373974,-0.8138844551398323,-2.796211135218161,0.8108108108108109,1.2333333333333334,0.0,0.2821869488536155,-0.08094645080946451,26.0,LOW,2026-07-17,UP,35.46900010108948,True,False,1.2333333333333334,0.2821869488536155,0.08094645080946451,1.5,-0.8138844551398323,0.8138844551398323,chop,ON
1784255080,28929.25,28929.25,28927.5,28927.75,31.0,6.0,29.0,20,30.0,23.0,78.0,63.0,3.0,2.0,28927.5,28928.0,15,10.475,0.1766612641815235,28956.62319438334,28987.0,28925.5,29052.25,28925.5,76.0,40.0,1162.0,27274.0,-5.25,-0.25,-7.0,2.0,27.883333333333333,31.066666666666666,28965.75,0.036585365853658534,5.871121718377088,-0.8712940922824929,-2.7563908719179846,0.7666666666666667,1.3043478260869565,0.06437768240343347,-0.2510460251046025,0.03442340791738382,32.0,LOW,2026-07-17,DN,169.91300010681152,False,True,1.3043478260869565,-0.2510460251046025,-0.03442340791738382,0.25,-0.8712940922824929,0.8712940922824929,chop,ON
1784255140,28932.0,28932.0,28930.25,28931.25,36.0,15.0,36.0,16,32.0,29.0,73.0,80.0,3.0,2.0,28930.5,28931.25,14,10.7375,0.16908212560386474,28956.1666635705,28987.0,28925.5,29052.25,28925.5,29.0,33.0,492.0,26915.0,3.0,3.5,0.0,-5.0,28.066666666666666,31.383333333333333,28965.269749835417,0.09349593495934959,5.727590221187427,-0.8477845182693162,-2.3205274570896885,0.90625,1.103448275862069,-0.15932023366967604,0.0,0.06707317073170732,7.333333333333333,LOW,2026-07-17,DN,44.424999952316284,False,True,1.103448275862069,0.0,-0.06707317073170732,-3.5,-0.8477845182693162,0.8477845182693162,chop,ON
1784255200,28923.5,28923.75,28921.75,28923.75,109.0,-52.0,99.0,46,26.0,31.0,64.0,72.0,5.0,6.0,28923.0,28923.75,19,10.7,0.17096774193548386,28954.671570247934,28987.0,28920.25,29052.25,28920.25,-294.0,-381.0,1124.0,27223.0,-4.25,-7.5,0.0,2.0,29.666666666666668,30.95,28965.169760377994,0.052434456928838954,6.238317757009346,-0.9811392644915712,-2.889866378311602,1.1923076923076923,0.8387096774193549,0.06462035541195477,0.0,-0.3389679715302491,44.8235294117647,LOW,2026-07-17,UP,115.70700001716614,True,False,0.8387096774193549,0.0,0.3389679715302491,7.5,-0.9811392644915712,0.9811392644915712,chop,ON
1784255260,28919.5,28920.75,28919.0,28920.25,67.0,-14.0,77.0,39,36.0,32.0,90.0,77.0,3.0,6.0,28920.0,28920.75,16,10.375,0.24416796267496113,28952.90786510632,28987.0,28918.25,29052.25,28918.25,46.0,-15.0,997.0,27092.0,-2.0,-3.5,17.0,3.0,30.783333333333335,31.066666666666666,28965.31094798059,0.02909090909090909,6.626506024096385,-1.1954778673994098,-3.14774603434419,0.8888888888888888,1.125,0.09656652360515021,0.5522468868435301,-0.015045135406218655,3.3333333333333335,LOW,2026-07-17,UP,22.263999938964844,True,False,1.125,0.5522468868435301,0.015045135406218655,3.5,-1.1954778673994098,1.1954778673994098,chop,ON
1784255405,28925.25,28925.5,28921.25,28922.0,114.0,25.0,112.0,76,31.0,26.0,85.0,70.0,2.0,3.0,28921.25,28921.75,18,10.3875,0.25914634146341464,28949.090992844365,28987.0,28917.25,29036.75,28917.25,-60.0,-17.0,860.0,27941.0,-10.5,-9.5,14.0,-2.0,30.366666666666667,31.433333333333334,28962.069425188292,0.06810035842293907,6.714801444043322,-1.2494279031458124,-2.6080378189521296,0.8387096774193549,1.1923076923076923,-0.06362672322375397,0.4610318331503842,-0.019767441860465116,1.619047619047619,LOW,2026-07-17,DN,231.73600006103516,False,True,1.1923076923076923,0.4610318331503842,0.019767441860465116,9.5,-1.2494279031458124,1.2494279031458124,chop,ON
1784255465,28916.5,28918.5,28916.25,28917.75,41.0,-25.0,43.0,30,28.0,27.0,63.0,87.0,6.0,3.0,28917.75,28918.5,16,10.525,0.35522388059701493,28946.062725892727,28982.5,28915.25,29017.75,28915.25,-51.0,-220.0,1258.0,27663.0,0.0,-4.25,9.0,-3.0,29.7,31.466666666666665,28959.571780860802,0.03717472118959108,6.389548693586698,-1.2835206620499156,-2.6900452154610006,0.9642857142857143,1.037037037037037,-0.09533898305084747,0.30303030303030304,-0.17488076311605724,41.904761904761905,LOW,2026-07-17,UP,21.092000007629395,True,False,1.037037037037037,0.30303030303030304,0.17488076311605724,4.25,-1.2835206620499156,1.2835206620499156,trend,ON
